gene,rna_col,queries,gs_names
TNF,rna_TNF,ecm_remodelling; inflammatory_response; neutrophil_activation,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CHRONIC_INFLAMMATORY_RESPONSE; GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING; GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_CHRONIC_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_NEUTROPHIL_ACTIVATION; GOBP_REGULATION_OF_PROTEOLYSIS
ACVR1,rna_ACVR1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
ADAM8,rna_ADAM8,ecm_remodelling; inflammatory_response; metalloprotease_activity,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_INFLAMMATORY_RESPONSE; GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_REGULATION_OF_PROTEOLYSIS; GOMF_METALLOENDOPEPTIDASE_ACTIVITY; GOMF_METALLOPEPTIDASE_ACTIVITY
ADORA1,rna_ADORA1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
AHSG,rna_AHSG,inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
ANO6,rna_ANO6,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
APCS,rna_APCS,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
APOL2,rna_APOL2,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
ASH1L,rna_ASH1L,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
ASS1,rna_ASS1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
B4GALT1,rna_B4GALT1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
BTK,rna_BTK,inflammatory_response; kinase_activity,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOMF_NON_MEMBRANE_SPANNING_PROTEIN_TYROSINE_KINASE_ACTIVITY; GOMF_PROTEIN_TYROSINE_KINASE_ACTIVITY; HP_INCREASED_INFLAMMATORY_RESPONSE
C2CD4A,rna_C2CD4A,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
C2CD4B,rna_C2CD4B,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
C3,rna_C3,ecm_remodelling; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HP_INCREASED_INFLAMMATORY_RESPONSE
CCR7,rna_CCR7,hallmark_inflammation; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HALLMARK_INFLAMMATORY_RESPONSE
CD163,rna_CD163,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
CD6,rna_CD6,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_PRODUCTION_OF_MOLECULAR_MEDIATOR_INVOLVED_IN_INFLAMMATORY_RESPONSE
CEBPB,rna_CEBPB,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CHRONIC_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
CREB3L3,rna_CREB3L3,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
CRP,rna_CRP,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
CTNNBIP1,rna_CTNNBIP1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
EDNRB,rna_EDNRB,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
EIF2AK1,rna_EIF2AK1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
EPO,rna_EPO,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE
EXT1,rna_EXT1,ecm_remodelling; inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_COLLAGEN_FIBRIL_ORGANIZATION; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
F12,rna_F12,ecm_remodelling; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_PROTEOLYSIS
F3,rna_F3,ecm_remodelling; hallmark_inflammation; inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_PROTEOLYSIS; HALLMARK_INFLAMMATORY_RESPONSE
F7,rna_F7,ecm_remodelling; inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_PROTEOLYSIS
F8,rna_F8,ecm_remodelling; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_PROTEOLYSIS
FCER1A,rna_FCER1A,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
FCGR1A,rna_FCGR1A,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
FCGR2A,rna_FCGR2A,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HP_INCREASED_INFLAMMATORY_RESPONSE
FCGR2C,rna_FCGR2C,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
FCGR3A,rna_FCGR3A,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HP_INCREASED_INFLAMMATORY_RESPONSE
FCGR3B,rna_FCGR3B,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; HP_INCREASED_INFLAMMATORY_RESPONSE
FFAR2,rna_FFAR2,hallmark_inflammation; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_LEUKOCYTE_CHEMOTAXIS_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
FFAR3,rna_FFAR3,inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
FN1,rna_FN1,ecm_remodelling; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOMF_COLLAGEN_BINDING; GOMF_EXTRACELLULAR_MATRIX_STRUCTURAL_CONSTITUENT; HP_ELEVATED_URINARY_COLLAGEN_DEGRADATION_PRODUCTS
FUT7,rna_FUT7,inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_LEUKOCYTE_MIGRATION_INVOLVED_IN_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
GATA3,rna_GATA3,inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
GSTP1,rna_GSTP1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
HLA-E,rna_HLA-E,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
HP,rna_HP,ecm_remodelling; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_PROTEOLYSIS
HPSE,rna_HPSE,ecm_remodelling; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_POSITIVE_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_DISASSEMBLY; GOBP_REGULATION_OF_EXTRACELLULAR_MATRIX_ORGANIZATION; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_PROTEOLYSIS
IL10RB,rna_IL10RB,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL1A,rna_IL1A,hallmark_inflammation; inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CONNECTIVE_TISSUE_REPLACEMENT_INVOLVED_IN_INFLAMMATORY_RESPONSE_WOUND_HEALING; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_WOUNDING; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_WOUND_HEALING_INVOLVED_IN_INFLAMMATORY_RESPONSE; HALLMARK_INFLAMMATORY_RESPONSE
IL1B,rna_IL1B,ecm_remodelling; hallmark_inflammation; inflammatory_response; kinase_signalling,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY; GOBP_INFLAMMATORY_RESPONSE; GOBP_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_MEMBRANE_PROTEIN_PROTEOLYSIS; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_POSITIVE_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS; GOBP_PROTEOLYSIS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_MEMBRANE_PROTEIN_ECTODOMAIN_PROTEOLYSIS; GOBP_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_PROTEOLYSIS; HALLMARK_INFLAMMATORY_RESPONSE
IL1RN,rna_IL1RN,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; HP_INCREASED_INFLAMMATORY_RESPONSE
IL20RB,rna_IL20RB,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS
IL22,rna_IL22,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
IL22RA1,rna_IL22RA1,inflammatory_response,GOBP_ACUTE_INFLAMMATORY_RESPONSE; GOBP_INFLAMMATORY_RESPONSE; GOBP_NEGATIVE_REGULATION_OF_INFLAMMATORY_RESPONSE; GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE
