gene_feature,p_value
rna_ASB3,0.03990441493429583
rna_HSPA9,0.04011944140594877
rna_CLTCL1,0.0402446394544272
rna_ZNF418,0.04045346915447399
rna_GPR35,0.04048431048886609
rna_PSMG2,0.040834695581299076
rna_NCK2,0.04104467851648362
rna_NRIP3,0.04132448858725768
rna_PIGR,0.0414587467507387
rna_CPA1,0.04156559811000625
rna_KLHDC3,0.04166311242380053
rna_C2CD3,0.041669878000892
rna_HDAC5,0.04176887623313022
rna_SFTPD,0.0417938521267629
rna_LMF1,0.04192476683503698
rna_FBXL8,0.042113024832056686
rna_IDH1,0.04250426070627395
rna_VASH1,0.043305703392259996
rna_PSMB9,0.04334247710039518
rna_NMI,0.04341753026871536
rna_POMC,0.04353582414774473
rna_PM20D2,0.04356594723585158
rna_CAV3,0.043663530486737934
rna_P2RX4,0.04384590171565043
rna_APOA1,0.044057464245195126
rna_FOXN1,0.044535358444025536
rna_CYP4F22,0.04470322002227802
rna_MAPKAPK2,0.04474009569733415
rna_GAN,0.044929766645325116
rna_COL20A1,0.04573236466158313
rna_DNAI1,0.0460993667387026
rna_LYZ,0.04618159055411462
rna_CCDC39,0.04621431855942919
rna_SPPL2A,0.04643538705836671
rna_LTBP4,0.046484511665556276
rna_CAPN11,0.04665518999424755
rna_NOTCH1,0.046801692032547845
rna_MTTP,0.0468949420114081
rna_MAX,0.047144876618675745
rna_FABP4,0.04722958907944496
rna_SNAP23,0.047349457648014945
rna_TLR5,0.04741117688486384
rna_STIM1,0.047579568790727694
rna_TOM1,0.047785800832905095
rna_RASGRP1,0.04787430066247301
rna_KLHL24,0.04803015701330745
rna_CHD8,0.04826566809510234
rna_FIBP,0.04835605701053533
rna_ZFX,0.048935176756937565
rna_POLR2A,0.04895386489575386
rna_C1QB,0.04895514692876056
rna_ACR,0.04932999110265752
rna_USP50,0.049347347867978814
rna_PEAK1,0.04983202890866936
rna_NPHP1,0.05011898609084533
rna_NEDD4,0.05021746609209246
rna_CPXM2,0.05032108146895087
rna_FURIN,0.05048151491171843
rna_FCGR2C,0.05060666349261589
rna_KCNK6,0.05071370238938892
rna_SNAP29,0.05083320120636976
rna_HMGCL,0.05098562398877997
rna_FOXD3,0.05116933068273399
rna_RPS27A,0.05121497480114712
rna_ZNF574,0.051218236618752085
rna_TNFAIP1,0.051406667191879245
rna_SEMA4D,0.05164474073274179
rna_AEBP1,0.051753851468123974
rna_IL10,0.051839097841082246
rna_IFT172,0.051866137445486626
rna_GPC3,0.051999987649230285
rna_MSL2,0.052228262527509554
rna_TRIM48,0.0526143807967017
rna_ITGB6,0.05278095196586182
rna_FASLG,0.053057019335641456
rna_PLD4,0.053160501338101074
rna_TMUB2,0.05323779159338229
rna_LRRC32,0.053325321454129056
rna_XPNPEP1,0.05344091855567968
rna_EIF4H,0.053643071540366856
rna_DDX3X,0.0536751010611208
rna_BCOR,0.05375609044626086
rna_PLAA,0.05377256380603874
rna_PROZ,0.054058233190467146
rna_CFLAR,0.05429854775927922
rna_LSS,0.054490020440970725
rna_HDAC9,0.05458304095198451
rna_KLHL3,0.054612963504066754
rna_TOB1,0.05472649363714666
rna_HERC5,0.05485221270799
rna_STAT5A,0.05504566214578339
rna_RNF146,0.05506608056721981
rna_EYS,0.0550732803782685
rna_USP1,0.05565145321227564
rna_MAPK9,0.05611735346524334
rna_PLA2G1B,0.056194780075388376
rna_AK2,0.056313076309360346
rna_KLRC4,0.05655496615814654
rna_SLC7A1,0.05668813086649578
rna_IL26,0.05704341847531935
rna_IL18RAP,0.0571261196614639
rna_ITGB4,0.05739981217717834
rna_PDGFRA,0.05751958051302278
rna_ARID1B,0.05755739799740419
rna_PKN2,0.057647788733075495
rna_CST4,0.057815656129158205
rna_USP30,0.05820780107390031
rna_SCUBE1,0.05835809620454153
rna_PTGFR,0.058642530346170924
rna_LRP1,0.05870568424115747
rna_JAGN1,0.059236877525330696
rna_HERC6,0.05941093848305035
rna_CXCR3,0.05944214625217584
rna_TP63,0.05962837714693098
rna_FGFBP1,0.059905798469946155
rna_DNAJB13,0.05999930471813457
rna_RYK,0.06005334903924939
rna_NXN,0.060286827622647476
rna_CSPG4,0.06046038560722478
rna_CR1,0.06049819821031002
rna_PTPRZ1,0.06057513946274064
rna_IL2RB,0.060999481565170516
rna_PRDX5,0.06128993774854551
rna_COL5A2,0.061381412241766985
rna_HSD3B7,0.061454202442341496
rna_FBXO9,0.06159811285257561
rna_PARL,0.062253077450440744
rna_MAP1A,0.06225433176685255
rna_TRAF3,0.062264775533623876
rna_TRIB2,0.06234000106152435
rna_CD79A,0.06247895089352711
rna_FBXO27,0.06283022376012036
rna_MFAP5,0.0633630031474233
rna_TG,0.06345881727089261
rna_KIF9,0.06352078572969036
rna_AGTPBP1,0.0641051487205445
rna_USP44,0.06449065894745049
rna_CHID1,0.06458812565780536
rna_ZFAND5,0.06463741823099516
rna_SERPINA12,0.06473442924631617
rna_SH3TC2,0.06502679944004595
rna_CCL27,0.06540849013261914
rna_MEGF10,0.06550894891345374
rna_ICOS,0.06572605783924042
rna_TNFRSF1B,0.0659292414705879
rna_REG3G,0.06596805643010506
rna_PTCRA,0.06627626374387303
rna_TIPARP,0.06653234042870199
rna_PTAFR,0.06660746292579219
rna_PITPNM1,0.06661091444519956
rna_NLRP8,0.06680631272679331
rna_CISD2,0.06682829011650211
rna_USP45,0.06722665173295626
rna_FGF22,0.06727728092437485
rna_N4BP1,0.0674549530981228
rna_CALR3,0.06786312804862034
rna_PI4KA,0.06822779025667548
rna_YWHAG,0.068362246452213
rna_RBBP6,0.06837088375785061
rna_ITGB3,0.06865116081350664
rna_CAMP,0.06894769292710365
rna_CDKN1A,0.06907086382368303
rna_FRS2,0.06924885409901523
rna_XIAP,0.0694497383416455
rna_WDR83,0.06980483003358208
rna_USP40,0.06990878733970302
rna_PTPN23,0.06995199066330687
rna_TNFRSF13B,0.07082083400429003
rna_LGALS3,0.07109942717340008
rna_GP6,0.07126564116086051
rna_PDGFC,0.07145299749773885
rna_PGF,0.07172154466717043
rna_CD27,0.07174273316720285
rna_CHI3L1,0.07243397194299293
rna_CLCA4,0.07244398301853618
rna_FGFRL1,0.07272057204575293
rna_MXRA5,0.07297037145670578
rna_UQCRC2,0.07362237127525677
rna_ACTN4,0.07415145809938387
rna_PID1,0.0743239193185342
rna_CLPB,0.07450267562319886
rna_GHSR,0.07488103639967424
rna_ERCC6,0.0749101759195776
rna_SERPINE2,0.07523497893411346
rna_RNPEP,0.07561605297367949
rna_KLHL26,0.07570456241317923
rna_PIGN,0.07589728401988105
rna_FOXC2,0.07592783526491863
rna_CCDC88A,0.07595676150740756
rna_FCGR2A,0.07608411947289191
rna_PF4V1,0.07621483666028415
rna_KLF1,0.0766931015725753
rna_EFEMP2,0.07701696401482117
rna_MUC4,0.07769268717313622
rna_IMPG2,0.07815438955568114
rna_CHD6,0.07825887443787449
rna_SAMHD1,0.07844568194560787
rna_GNAI3,0.07863450537864368
rna_ASPRV1,0.07875572164336667
rna_JAK2,0.07882620121469534
rna_CDC26,0.07894963065494487
rna_P4HTM,0.07896148578387444
rna_NUCKS1,0.07917186098053006
rna_KIAA0319L,0.07932221505706051
rna_HPSE,0.0793321282396073
rna_STK39,0.07964458269449148
rna_NUDT15,0.07972878214947497
rna_POLR1A,0.07980136000153291
rna_ADCY8,0.07994881892908778
rna_TAB2,0.07996344517323149
rna_RNF151,0.08005920933709805
rna_TGFB2,0.08028568467655181
rna_BAG5,0.080504791145287
rna_CAPN5,0.08054829583550455
rna_MAP2K7,0.08068617225687261
rna_GABARAP,0.08181443964964491
rna_APOL3,0.08226704935433703
rna_NR4A1,0.08228481379990973
rna_OCRL,0.08240423273626811
rna_TRIM71,0.0827523645555382
rna_HCK,0.08287776445843549
rna_KLK5,0.08301281730389366
rna_AMACR,0.08309649325370853
rna_SFTPB,0.08327626039617418
rna_RNF213,0.08357022842816346
rna_AIP,0.08367998432343274
rna_DTL,0.08378239858107289
rna_IL2,0.08380859083090782
rna_ABHD8,0.08400896393710962
rna_MKLN1,0.08402880370462304
rna_DMP1,0.08420298940010136
rna_DOK2,0.08424964432805124
rna_STXBP3,0.08464734349238491
rna_HSD17B12,0.08465595491464127
rna_STAP1,0.0850357102804787
rna_VPS37C,0.08504183622613831
rna_MYO1E,0.08511575565929767
rna_AKT1,0.08513142421264933
rna_LAPTM5,0.08517488397371346
rna_BIRC3,0.08525055850283211
rna_ADAMTS16,0.08573136155764406
rna_POLG,0.08656773688440189
rna_PTK2B,0.08667256556676545
rna_YPEL5,0.08740740182313121
rna_NIPBL,0.08754647701536891
rna_RAP1A,0.08766555077757233
rna_TRIM32,0.08767089584249133
rna_NDUFA6,0.0879422163477432
rna_FXR1,0.08807879040607147
rna_ACVR1B,0.08822179634401954
rna_TACR3,0.08842403779963194
rna_BBS5,0.0889086427199269
rna_CUL9,0.08926160823487643
rna_APCS,0.08937720921800299
rna_TTC36,0.08975526022687487
rna_OBSCN,0.08981618227759074
rna_FCGR2B,0.08993975437718253
rna_FADD,0.09007156492669581
rna_RFX5,0.09070671255124967
rna_ZFYVE28,0.09071479846856932
rna_STK4,0.09098988183535459
rna_GZMM,0.09103170453678999
rna_COL4A2,0.09112675222652329
rna_COX4I2,0.09147823636898875
rna_GFRA4,0.091492494478688
rna_NCK1,0.0916562484479293
rna_DAGLA,0.09195979519785542
rna_POMT2,0.09211615271327232
rna_ENPP1,0.09289130504944887
rna_NRTN,0.09352752729662965
rna_NID1,0.09375949435846113
rna_LDLR,0.09380205036964812
rna_ACTA1,0.0940558530105378
rna_FGFR2,0.09443517863847126
rna_ATXN1,0.09453249909136943
rna_SPARC,0.09458324544548266
rna_PRSS37,0.09466265638938488
rna_NFKBIA,0.09471925524380786
rna_KLB,0.0947410578782651
rna_TRIM58,0.09541436120907364
rna_GUCY2C,0.09568445086522491
rna_IL23R,0.09599000941881526
rna_FOXF2,0.096962051896354845
rna_TNFRSF9,0.09808447812253733
rna_DCTN4,0.0984494043157517
rna_GCH1,0.09845350538401894
rna_PRSS41,0.09883252457705251
rna_TNFRSF4,0.09895590738709324
rna_LILRA2,0.09901157682869076
rna_C1QC,0.09905756264190053
rna_GSTM3,0.09908598297687377
rna_PRAM1,0.09913523963834507
rna_KRT1,0.09915698399526794
rna_TNFSF9,0.09919644138153562
rna_OMA1,0.09930116056869122
rna_FUT7,0.09935772902997655
rna_IL9,0.09951277201713793
rna_FGG,0.09957188779090073
rna_LHCGR,0.09994205562908136
rna_RNF113A,0.10039814062026926
rna_CD79B,0.10107473483562675
rna_ABCB11,0.1015510774860793
rna_MYC,0.10169138327717522
rna_RREB1,0.10225620553856693
rna_RNF187,0.10230624902227811
rna_SEL1L,0.10247308618436811
rna_SLC27A4,0.10278274619875287
rna_ZER1,0.10290931559706312
rna_LILRA5,0.10292598879953663
rna_PIK3R2,0.1029444478177332
rna_DCLRE1B,0.10296845918862238
rna_POLD3,0.10304787087983672
rna_ZNFX1,0.1038316261872754
rna_SERPINB8,0.10432092857991031
rna_SDHA,0.1047652567245351
rna_DNAJB2,0.10497435752171466
rna_USP20,0.10525375882721845
rna_TMCO1,0.10572888761510728
rna_TPM3,0.10583171229694499
rna_ABI1,0.10614937457999607
rna_SGCG,0.10638717419417618
rna_ROBO1,0.10641588912740184
rna_IL18,0.10645959841633887
rna_OXA1L,0.10705704068372292
rna_UBQLN3,0.1074960554916845
rna_NPY5R,0.10754299681647858
rna_SMOC1,0.10760768819959501
rna_CD47,0.10772701928392577
rna_PHF20L1,0.10826236790066618
rna_LMLN,0.10829031389314614
rna_FBXO31,0.10844264036368656
rna_TLR7,0.10850461102265832
rna_IL33,0.10863084026398753
rna_NHP2,0.10870509113816863
rna_CAMLG,0.10884042042933131
rna_NKG7,0.1094198048347817
rna_IL18R1,0.10967422736690756
rna_DNASE2,0.11033406724920929
rna_PXDN,0.11114536171138201
rna_ANKH,0.11127306958486326
rna_IL17B,0.11129155104464697
rna_DYRK2,0.11145539081920733
rna_F13A1,0.11165022912197475
rna_TGDS,0.11173011056288379
rna_ARHGAP29,0.11174179975340234
rna_EDEM1,0.11208523154967501
rna_UBAC1,0.11215030414104708
rna_HLA-A,0.1124824344644428
rna_KLHL10,0.11286083611996817
rna_SENP1,0.11305948559045313
rna_PSMB8,0.11322584129753914
rna_FAM20C,0.1140980117267609
rna_DZIP1L,0.11414549408796194
rna_SHPK,0.11451426420603118
rna_POSTN,0.11459688556055436
rna_MKRN2,0.11505860624240533
rna_REN,0.1150606967054547
rna_GPR31,0.11513680950597749
rna_HLA-DPB1,0.11515852318540327
rna_CD5L,0.11524262973091111
rna_SPN,0.11577739123998246
rna_GDNF,0.11580575221838192
rna_PSMA8,0.1159621394701811
rna_FIP1L1,0.1163335017871833
rna_UBE2W,0.11680385109937882
rna_CR2,0.11685530581598677
rna_RPGR,0.11685869242047688
rna_PTN,0.11750584215615484
rna_BCHE,0.11816863881557194
rna_FN1,0.1182596121354709
rna_LIG4,0.11900486927934045
rna_TTC1,0.11915847113167737
rna_PMPCA,0.11919969673977798
rna_COL3A1,0.11943237664495289
rna_CEACAM6,0.11997076768080583
rna_FBXO17,0.12006438331984945
rna_CCR1,0.120851165537129
rna_SLC25A15,0.1213770055559603
rna_CEP57,0.1214168558241874
rna_NEU3,0.12242136291789382
rna_B4GALT1,0.12251758636795958
rna_AMBP,0.122662332026203
rna_TBC1D10A,0.12273373370726862
rna_FOLH1B,0.12314594539794797
rna_UBE2L6,0.1236116351685441
rna_EPHA2,0.12393423293536275
rna_SENP6,0.12408870734642452
rna_CEBPA,0.12415737526405614
rna_NT5E,0.12418078745465053
rna_PGC,0.12419594729838164
rna_TBCK,0.124338143697495
rna_HK1,0.12433969097197443
rna_FBXW9,0.12439019857457545
rna_SIGLEC10,0.12471489636152779
rna_FBXL20,0.1255623052040133
rna_WFS1,0.12586868558081196
rna_UBE2H,0.12614003382383526
rna_ZNF750,0.12639944227440633
rna_MST1,0.1271243470308585
rna_ERRFI1,0.12757275598714993
rna_STAT1,0.12763271420609337
rna_ANAPC13,0.1277686085878312
rna_FBXO44,0.12859619898251512
rna_F2R,0.12862178579588845
rna_SH2B3,0.1287606778171807
rna_TMEM98,0.12888649712640635
rna_ANAPC16,0.1290054228095991
rna_PRICKLE1,0.12951233614867716
rna_CHST1,0.12979064154966102
rna_PIGG,0.13052527919752424
rna_IRF8,0.13145156524930854
rna_SMC1A,0.13180900995079178
rna_STXBP2,0.13182779536647
rna_CTSW,0.1321348026133648
rna_SPCS1,0.13259429870080788
rna_CSHL1,0.133070905744915
rna_PTGER4,0.13328554083615676
rna_H6PD,0.13339160927144683
rna_BCKDK,0.13339541656359732
rna_SPINK7,0.13376667079971427
rna_NPY,0.1338233679509669
rna_P2RX1,0.13391933375697568
rna_UBE2U,0.1349367713052548
rna_LPIN2,0.13623912539466493
rna_KLHL15,0.13721052635733352
rna_PF4,0.13787092892415342
rna_AMBN,0.13788101007992198
rna_GFRA1,0.138424020026931
rna_TMED2,0.1390059615382412
rna_LRP12,0.13952950388748714
rna_ACADVL,0.14044950525379438
rna_PRNP,0.141483942732848
rna_AHSG,0.14164844038752797
rna_TNFRSF11A,0.1419775076426125
rna_MAPKAP1,0.14260763990609865
rna_SNX10,0.14290538564121974
rna_MYO1C,0.14293059584511858
rna_STK33,0.1433861223267664
rna_NFIX,0.14353464385787015
rna_FBXO36,0.14470392531279486
rna_ASPH,0.14485931960726256
rna_HLA-DPA1,0.1451688854420328
rna_FANCF,0.1452109049031718
rna_ZDHHC17,0.14554089817899898
rna_FBXL2,0.14578577981888763
rna_ELANE,0.14589183061397404
rna_EFNA1,0.14626425731728776
rna_ERCC8,0.1464626297992704
rna_CCL16,0.14647377294808928
rna_PPP2R5C,0.14701262187171796
rna_CCL2,0.14712647525532796
rna_NBN,0.14744003274469833
rna_BRWD1,0.1478129270832203
rna_CXCR4,0.1480574180757893
rna_ELOVL4,0.14853909836278512
rna_USP11,0.1494419706002466
rna_UBAC2,0.1494463886342021
rna_MBOAT4,0.14954249974215725
rna_TMEM126A,0.1495467541090828
rna_PSMA6,0.14958860803976623
rna_VCAN,0.14990878704209137
rna_DPP7,0.15007186028806627
rna_VIM,0.15019657730802147
rna_PLD3,0.15020886870706443
rna_SDCCAG8,0.1502948098181759
rna_TRPV6,0.15047589688409233
rna_FAF2,0.15059521459783018
rna_PROC,0.15090581149015006
rna_RNF150,0.15094403661043979
rna_RHOD,0.15097698733769702
rna_PCBP2,0.15119512027051007
rna_COL4A6,0.15164731648283747
rna_USP19,0.15171569802811466
rna_TMPRSS11A,0.15183411675682754
rna_WFDC2,0.1520052662395644
rna_RNF4,0.15285193252429166
rna_TANK,0.15405157713302933
rna_PSG9,0.15448748135287116
rna_ANGPT2,0.15471007626285613
rna_PRKD2,0.15497099320138838
rna_MLXIPL,0.15497599488506417
rna_RFFL,0.1550480997904713
rna_RASA1,0.1552547594743893
rna_PDE6G,0.15549365522640318
rna_KLHL34,0.15556358765911915
rna_EIF2AK2,0.15579956164142886
rna_SS18,0.15617846752642514
rna_SLIT2,0.15623020976017996
rna_ACTC1,0.15637536505919636
rna_IDS,0.15759086387722038
rna_S100A12,0.1581869798891509
rna_KLHL12,0.15974068458730198
rna_WFDC1,0.159787884168265
rna_DGKD,0.160059978565762
rna_APOD,0.16117962108518125
rna_HSPA1A,0.16137437254422823
rna_HRH1,0.16151348465477003
rna_USP47,0.16261383843305857
rna_CUL4B,0.16264000869864373
rna_CAPN13,0.16268134082172772
rna_MIDN,0.16304868609712975
rna_STOML2,0.16327758701269426
rna_GABARAPL2,0.16333160802710922
rna_RHOBTB2,0.16476954401063965
rna_KPNA6,0.1647839158737223
rna_TBL1XR1,0.16563559837530029
rna_GZMA,0.1662155603968783
rna_PPP1R13L,0.16692374985578232
rna_BCAM,0.16702323899597069
rna_TNPO3,0.16744883792232362
rna_THPO,0.1675383972184235
rna_SLC35A1,0.16775806487142472
rna_VIP,0.16843753071761894
rna_PXK,0.16889750924677954
rna_TPP1,0.16903431618290138
rna_CST7,0.1691815407379611
rna_HERC2,0.16933159339981296
rna_RNF103,0.1702749126753093
rna_CD3E,0.17083851008032822
rna_CD177,0.17146905575507346
rna_IL1R1,0.17183594537351962
rna_SASH3,0.1722440263254536
rna_CMKLR1,0.1723926558870926
rna_NFAM1,0.17258485560980355
rna_CRB2,0.17282930782416095
rna_TUFT1,0.17350202757319086
rna_COL14A1,0.17427491848814705
rna_TMEM168,0.17524177256138718
rna_SPCS2,0.17582774967720446
rna_CLEC7A,0.17676142639401415
rna_TTC3,0.17696086101577232
rna_USP25,0.17711368082365403
rna_SLC39A4,0.17831202242767247
rna_CXCR2,0.1785467639677211
rna_CLEC5A,0.17881818970655328
rna_KBTBD12,0.17901912172052156
rna_MAGEF1,0.17919388739535497
rna_RSPH1,0.17993874443689994
rna_PLEKHM1,0.18014575411782008
rna_EYA4,0.1804672324675897
rna_PLCD1,0.1809199931667798
rna_UBE3C,0.1811677634225047
rna_TOP3A,0.18130774860433668
rna_RNF128,0.18175204960824234
rna_CSH1,0.18232427329166012
rna_RTP4,0.18274846125072702
rna_ADAM7,0.18281016865745014
rna_SPON1,0.18393207826929509
rna_INS,0.18400534422206566
rna_GLRB,0.18400647605590342
rna_MID1,0.18401098951535777
rna_ENO1,0.1841082296657138
rna_UBXN6,0.18473390514005517
rna_HGF,0.18478688821987008
rna_ATXN3,0.18515369734424866
rna_KLHL21,0.18517891433603628
rna_GNB2,0.185521370267766
rna_FLG,0.1860235550208919
rna_MMP25,0.1863482366517538
rna_USP46,0.18663224164018402
rna_HNRNPA0,0.18670017216279436
rna_CAV1,0.18707464123822945
rna_CD6,0.18747476964634718
rna_RPE65,0.18787120211652644
rna_IL17F,0.18845855306828757
rna_VAV1,0.19114132135719294
rna_SVIP,0.19169842479922733
rna_USP26,0.1922624049886314
rna_MKKS,0.19253298112401634
rna_ARID1A,0.19276596336026972
rna_ALG9,0.19282546214559393
rna_IL17RA,0.19320219587929863
rna_TMF1,0.19338738601533706
rna_ARHGEF7,0.19351379653212136
rna_IGFBP4,0.1938026407940112
rna_KEAP1,0.19442142608182666
rna_AKR1D1,0.19520740451637955
rna_LAMA1,0.1966119539064874
rna_ABL2,0.19678616554005582
rna_USP24,0.19710554422892615
rna_TICAM1,0.19766410434036327
rna_MARS2,0.19780745146222334
rna_NUS1,0.1981110519739178
rna_VHL,0.1984035081172766
rna_ANAPC1,0.19870114478808737
rna_DOCK11,0.19930716536309312
rna_ANTXR1,0.19969355175185957
rna_FOS,0.20017098779453346
rna_TNF,0.2004552734364708
rna_C1QL4,0.2008109552654604
rna_NUB1,0.20084698208191196
rna_ANXA3,0.20158510187457498
rna_USP17L6P,0.20158776085484764
rna_SMURF2,0.2019332801983248
rna_PCOLCE2,0.20195176234685067
rna_SHC2,0.2022284499618882
rna_TECTB,0.20257654228738275
rna_TMEM108,0.2030827094469896
rna_NUP205,0.2036782597293555
rna_RAB40B,0.20430388884193
rna_UBB,0.20435110312342136
rna_CEBPE,0.20455968685971787
rna_ADAM2,0.20473443073235184
rna_FMR1,0.20481676488052417
rna_IGFBP6,0.20483057995715134
rna_ANXA1,0.20496483164906334
rna_BFAR,0.20556006434515198
rna_SCGB1A1,0.2061999951545399
rna_DDB2,0.20643792703125136
rna_FGF10,0.2067730420806676
rna_SLAMF1,0.20823264676062364
rna_DOK4,0.20841138331600856
rna_DDI1,0.20899197811269782
rna_WWP2,0.20944331231403018
rna_RBMX,0.2097820275709219
rna_PRAMEF8,0.20988137130986798
rna_TBC1D24,0.21068597244565765
rna_IHH,0.21079354212241258
rna_SNX6,0.2108262350006449
rna_MSTN,0.21207564013826022
rna_FPR3,0.2131914750146341
rna_STATH,0.2134188078837234
rna_SLC4A1,0.215322076595705
rna_CUL4A,0.21573195819836177
rna_ACAN,0.2158674313387961
rna_PLXND1,0.21630111195968102
rna_SENP2,0.2171154623854724
rna_RHOH,0.21751156560380616
rna_PTPN18,0.21794368389352867
rna_CCL28,0.21797435782960797
rna_CARD8,0.21868203641821957
rna_GIT1,0.21950903343667
rna_UBAP1,0.21966489178713863
rna_CLN8,0.2199926571798436
rna_RFX4,0.2202017793450068
rna_HIPK4,0.2202952942305705
rna_USP22,0.22052556352204428
rna_CD3D,0.22096609191416955
rna_LOX,0.22159701109606222
rna_SETD2,0.22167137663521577
rna_RAI1,0.22289329524197685
rna_TAC1,0.22364011276708579
rna_DNAJC21,0.223820726283163
rna_NAALAD2,0.22424143005272687
rna_RMND5B,0.2248344949810769
rna_NDEL1,0.2249726611639768
rna_CHMP6,0.22505262649297728
rna_COL13A1,0.22557308448942334
rna_BBS2,0.22579890652214477
rna_ADAM18,0.2264164673369322
rna_ARNT,0.22660206523994308
rna_WDR91,0.22669840850337333
rna_ANKS1B,0.22719144742332453
rna_TMPRSS7,0.22737622294888746
rna_FBXO30,0.2278079131486988
rna_ATG4D,0.22781989789353904
rna_IL12RB1,0.22812049145915314
rna_CAPS2,0.22820744402217819
rna_FBXO42,0.22824801639790912
rna_PTGIS,0.22831305596860252
rna_USP49,0.22850534630059444
rna_LILRB4,0.22896521280651805
rna_HYDIN,0.22980747107406074
rna_IL1RAP,0.2298180942328285
rna_EPN2,0.2302561206859386
rna_EFS,0.23079361023475256
rna_CBLC,0.23113312669040553
rna_PSME3,0.2313381179136074
rna_C5,0.23133919202701772
rna_IL15,0.23187451085752314
rna_BRCA1,0.23305785792320755
rna_VCPIP1,0.2339383723035621
rna_FBXO10,0.23500046927213572
rna_LGI3,0.23551346455646113
rna_ZFAND2B,0.2356492567998383
rna_NR4A3,0.23565252487481514
rna_COPA,0.2364363641894477
rna_NSMCE2,0.23693839651717585
rna_NOX1,0.23735092949967018
rna_LMNA,0.23750867887380467
rna_MAB21L1,0.23797580851303793
rna_RAP2B,0.2389542780588261
rna_PITPNM3,0.23902554589338523
rna_NEK8,0.23912929667208477
rna_PRAMEF4,0.23924430995771004
rna_NPPC,0.23963021461133366
rna_WDR33,0.2400664094892347
rna_MEGF11,0.2402241108543604
rna_CD180,0.24127783489009128
rna_PGA4,0.2413914360074997
rna_JOSD1,0.2422993591928684
rna_ALOX5AP,0.24241440478853626
rna_CHMP7,0.24241690996331774
rna_MPDU1,0.24254703785692464
rna_SERPINB1,0.24299254375281812
rna_PRAMEF1,0.24310225529113927
rna_GBP1,0.24376331523179345
rna_SLC39A7,0.24410020500853338
rna_ALOX15,0.24440431442479316
rna_ABCA1,0.2450394305966611
rna_EXT1,0.2453798864173125
rna_DHX33,0.2468255716773332
rna_SAMD9,0.2471234505811855
rna_ADAMTS9,0.2479901085217227
rna_VEGFC,0.24866399128655997
rna_ARG1,0.24887393349134834
rna_C4A,0.2488796145823679
rna_SLURP1,0.24916623293086188
rna_ADAM29,0.24920927474864493
rna_PTPN11,0.24957359494821676
rna_IGFBP5,0.2497132717934354
rna_SEC24C,0.2505490092808064
rna_TNP1,0.2509531159738936
rna_PMPCB,0.2516747552339766
rna_CSH2,0.2520844589081931
rna_MFAP4,0.2533170530043545
rna_HBA2,0.253728749146525
rna_PBXIP1,0.2554105738266211
rna_GALNT3,0.2571261639488288
rna_CEACAM3,0.25730603503971433
rna_VPS37B,0.2575336630855309
rna_CPE,0.2577033994780807
rna_PRRG1,0.2580712930505102
rna_GNS,0.2585439832546845
rna_ERF,0.25930616138054496
rna_DDT,0.25974042685201776
rna_CSF1R,0.2628214141045462
rna_OVCH2,0.2630577114300948
rna_RNF133,0.26331563968081506
rna_GFRA2,0.26350254172610726
rna_AOAH,0.26386872078723467
rna_FBXO11,0.26410209723404715
rna_BCL11B,0.26414993273709425
rna_KLHL2,0.26522108134565514
rna_GLB1,0.26522448892648115
rna_LY6E,0.2657556496702757
rna_CRH,0.26580205697352044
rna_CXCL11,0.26663694191021137
rna_CPN1,0.2685108654684105
rna_MMP15,0.2685295494924469
rna_KLHL38,0.26857689545961416
rna_SNCA,0.26858448988642086
rna_PRMT6,0.2691046487593386
rna_TOR1A,0.269230679060134
rna_ZDHHC1,0.26953575357996346
rna_RNF217,0.26974233741190684
rna_GPR17,0.2701476737584737
rna_COLEC12,0.2704497198584461
rna_CD8A,0.2709917962639885
rna_ALK,0.2713593973605424
rna_PSMC6,0.2718205027908121
rna_FBXL13,0.27229482237022157
rna_ZP2,0.2723472659492624
rna_SPSB4,0.27274645771625255
rna_PER1,0.273686071983613
rna_BORCS8,0.27392694242117477
rna_TFRC,0.2743698250747417
rna_SPOP,0.2746057696978572
rna_CD3G,0.2763440368891029
rna_SMAD3,0.2769129250507143
rna_FBXL14,0.27734440548787903
rna_SRMS,0.27747392262974646
rna_HAPLN2,0.27775533149174364
rna_PRLR,0.27791661781265325
rna_LTBP3,0.2779886553954214
rna_F10,0.2781873817846775
rna_LPAR1,0.2791446742549579
rna_CRKL,0.27927712486029105
rna_CYBB,0.27935316268633914
rna_MRGPRX1,0.2793828978343466
rna_TTBK1,0.2794153659835067
rna_DAAM2,0.27996150362495825
rna_EDARADD,0.2802266059221373
rna_RRM1,0.28071992780337635
rna_AOC3,0.2820477135610631
rna_NUP98,0.2824452896261824
rna_DHCR7,0.2826880602604943
rna_SNX5,0.2828708259162272
rna_ASB1,0.2831991109315701
rna_HSPA5,0.2878972236823098
rna_SH3GL2,0.2893321612512164
rna_FCGBP,0.2897599091378348
rna_OTUD6B,0.2903441676858114
rna_DHRSX,0.2941583014433527
rna_ITGAL,0.294360199094882
rna_AFAP1L2,0.29442988672828835
rna_ZNRF4,0.29469902710540097
rna_TMPRSS15,0.29505037987883653
rna_SUFU,0.29543279508812076
rna_DTX3L,0.2961323766651342
rna_ASB2,0.2967058322273344
rna_HIF1AN,0.297422581092077
rna_HACE1,0.29744043238873613
